filename,label
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0000.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0001.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0002.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0003.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0004.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0005.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0006.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0007.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0008.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0009.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0010.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0011.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0012.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0013.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0014.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0015.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0016.png,colocarPilar
/storage/emulated/0/Android/data/com.UnityTechnologies.com.unity.template.urpblank/files/CapturasVR/Session_009/capture_0017.png,colocarPilar
